1,https://ja.wikipedia.org/wiki/%E3%83%A1%E3%82%A4%E3%83%B3%E3%83%9A%E3%83%BC%E3%82%B8
2,https://www.gnavi.co.jp/
3,https://www.google.co.jp/maps
4,https://keisan.casio.jp/exec/system/1177658154
5,https://charat.me/
6,https://girlydrop.com/
7,https://www.db-siken.com/dbkakomon.php
8,https://ping-t.com/
9,https://www.e-typing.ne.jp/roma/check/
10,https://gacco.org/
11,http://seeyourfolks.com/
12,https://connpass.com/
13,https://www.udemy.com/
14,https://schoo.jp/
15,https://prog-8.com/
16,https://www.deepl.com/translator#en/ja/Given%20an%20array%20of%20integers%20nums%20and%20an%20integer%20target%2C%20return%20indices%20of%20the%20two%20numbers%20such%20that%20they%20add%20up%20to%20target.%0A%0AYou%20may%20assume%20that%20each%20input%20would%20have%20exactly%20one%20solution%2C%20and%20you%20may%20not%20use%20the%20same%20element%20twice.%0A%0AYou%20can%20return%20the%20answer%20in%20any%20order.
17,https://qiita.com/
18,https://dotinstall.com/
19,https://fontawesome.com/
20,https://www.pakutaso.com/
21,https://o-dan.net/ja/
22,https://www.doutor.co.jp/dcs/
23,https://yuyu-kukan.com/
24,https://qiita.com/na1412/items/90a9641d9644e1bfbb49
25,https://jp.akinator.com/
26,https://shikaku-fan.net/
27,https://bokete.jp/
28,https://kakaku.com/
29,http://www.vector.co.jp/
30,https://www.mercari.com/jp/
31,https://www.jalan.net/pet/
32,https://tabelog.com/
33,https://www.nicovideo.jp/
34,https://ramendb.supleks.jp/
35,https://illustrain.com/
36,https://www.onamae.com/?banner_id=690_a8_premium_txt_001&waad=ohdgWWhJ
37,https://www.gnavi.co.jp/
38,https://gigazine.net/news/20210215-coca-cola-paper-bottle/
39,https://ossanrental.thebase.in/
40,https://www.gigafree.net/
41,https://hackertyper.net/
42,https://omocoro.jp/
43,http://sugoiweb.nezihiko.com/
44,https://earth.nullschool.net/jp/
45,https://hiyokoyarou.com/
46,http://flat-icon-design.com/
47,https://zaim.net/
48,https://twitter.com/home?lang=ja
49,https://www.youtube.com/?gl=JP
50,https://www.amazon.co.jp/?tag=hydraamazonav-22&hvadid=223206334938&hvpos=1t1&hvnetw=g&hvrand=16113773559025164465&hvpone=&hvptwo=&hvqmt=e&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9053383&hvtargid=kwd-893523692&ref=pd_sl_8eaqjij3p0_e
51,https://gigazine.net/news/20210214-human-magnetoreception-geomagnetic-food/
52,https://gigazine.net/news/20210214-paint-wtf/
